year,class,rank,Fname,site,hometown,subject
1562,第三甲,第五十二名,李,民籍,直隸,詩經
1562,第三甲,第五十三名,楊,民籍,福建,易經
1562,第三甲,第五十四名,趙,民籍,浙江,易經
1562,第三甲,第五十五名,劉,民籍,四川,春秋
1562,第三甲,第五十六名,李,民籍,直隸,書經
1562,第三甲,第五十七名,周,民籍,河南,書經
1562,第三甲,第五十八名,王,軍籍,湖廣,詩經
1562,第三甲,第五十九名,陳,民籍,杭州,禮記
1562,第三甲,第六十名,劉,民籍,江西,詩經
1562,第三甲,第六十一名,王,民籍,直隸,書經
1562,第三甲,第六十二名,陳,民籍,浙江,詩經
1562,第三甲,第六十三名,楊,民籍,江西,詩經
1562,第三甲,第六十四名,劉,民籍,江西,易經
1562,第三甲,第六十五名,王,民籍,蘇州,詩經
1562,第三甲,第六十六名,王,民籍,廣東,詩經
1562,第三甲,第六十七名,趙,民籍,直隸,詩經
1562,第三甲,第六十八名,蔣,軍籍,直隸,詩經
1562,第三甲,第六十九名,錢,民籍,浙江,易經
1562,第三甲,第七十名,戚,民籍,浙江,書經
1562,第三甲,第七十一名,艾,軍籍,直隸,春秋
1562,第三甲,第七十二名,林,民籍,浙江,易經
1562,第三甲,第七十三名,王,軍籍,山西,春秋
1562,第三甲,第七十四名,王,民籍,順天,詩經
1562,第三甲,第七十五名,蔚,軍籍,山西,春秋
1562,第三甲,第七十六名,曹,民籍,湖廣,詩經
1562,第三甲,第七十七名,王,軍籍,順天,詩經
1562,第三甲,第七十八名,劉,民籍,直隸,書經
1562,第三甲,第七十九名,羅,an,四川,詩經
1562,第三甲,第八十名,任,民籍,四川,易經
1562,第三甲,第八十一名,王,軍籍,直隸,詩經
1562,第三甲,第八十二名,李,民籍,江西,易經
1562,第三甲,第八十三名,盛,衛籍,直隸,易經
1562,第三甲,第八十四名,皮,軍籍,直隸,春秋
1562,第三甲,第八十五名,丁,民籍,山西,易經
1562,第三甲,第八十六名,祝,軍籍,直隸,詩經
1562,第三甲,第八十七名,柴,民籍,山西,詩經
1562,第三甲,第八十八名,郜,民籍,直隸,易經
1562,第三甲,第八十九名,蹇,官籍,四川,書經
1562,第三甲,第九十名,段,軍籍,臨汾,易經
1562,第三甲,第九十一名,劉,官籍,河南,易經
1562,第三甲,第九十二名,侯,民籍,浙江,詩經
1562,第三甲,第九十三名,王,民籍,湖廣,詩經
1562,第三甲,第九十四名,黃,軍籍,直隸,春秋
1562,第三甲,第九十五名,郭,鹽籍,福建,詩經
1562,第三甲,第九十六名,胡,軍籍,湖廣,詩經
1562,第三甲,第九十七名,史,民籍,直隸,詩經
1562,第三甲,第九十八名,莫,軍籍,廣東,易經
1562,第三甲,第九十九名,喬,士籍,河南,詩經
1562,第三甲,第一百名,王,匠籍,陝西,詩經
1562,第三甲,第一百零一名,張,官籍,寧波,易經
1562,第三甲,第一百零二名,李,民籍,陝西,書經
1562,第三甲,第一百零三名,李,軍籍,江西,書經
1562,第三甲,第一百零四名,宗,民籍,浙江,春秋
1562,第三甲,第一百零五名,鮑,民籍,直隸,詩經
1562,第三甲,第一百零六名,華,民籍,直隸,易經
1562,第三甲,第一百零七名,陳,民籍,福建,詩經
1562,第三甲,第一百零八名,席,民籍,陝西,書經
1562,第三甲,第一百零九名,殷,匠籍,直隸,詩經
1562,第三甲,第一百一十名,任,民籍,浙江,春秋
1562,第三甲,第一百一十一名,鄭,民籍,直隸,書經
1562,第三甲,第一百一十二名,吳,鹽籍,福建,易經
1562,第三甲,第一百一十三名,朱,軍籍,浙江,禮記
1562,第三甲,第一百一十四名,王,匠籍,浙江,易經
1562,第三甲,第一百一十五名,張,民籍,福建,易經
1562,第三甲,第一百一十六名,周,民籍,直隸,易經
1562,第三甲,第一百一十七名,栗,軍籍,山東,書經
1562,第三甲,第一百一十八名,龍,軍籍,湖廣,詩經
1562,第三甲,第一百一十九名,宋,民籍,山西,易經
1562,第三甲,第一百二十名,劉,官籍,順天,易經
1562,第三甲,第一百二十一名,孫,軍籍,山西,易經
1562,第三甲,第一百二十二名,周,軍籍,福建,書經
1562,第三甲,第一百二十三名,陳,民籍,湖廣,春秋
1562,第三甲,第一百二十四名,趙,民籍,江西,書經
1562,第三甲,第一百二十五名,周,民籍,江西,書經
1562,第三甲,第一百二十六名,丘,軍籍,四川,易經
1562,第三甲,第一百二十七名,張,軍籍,直隸,春秋
1562,第三甲,第一百二十八名,翟,軍籍,山西,禮記
1562,第三甲,第一百二十九名,黃,民籍,福建,書經
1562,第三甲,第一百三十名,陳,民籍,浙江,詩經
1562,第三甲,第一百三十一名,鍾,民籍,浙江,書經
1562,第三甲,第一百三十二名,程,民籍,直隸,易經
1562,第三甲,第一百三十三名,陳,匠籍,浙江,易經
1562,第三甲,第一百三十四名,武,民籍,順天,易經
1562,第三甲,第一百三十五名,李,軍籍,山西,易經
1562,第三甲,第一百三十六名,蕭,民籍,江西,書經
1562,第三甲,第一百三十七名,王,竈籍,浙江,禮記
1562,第三甲,第一百三十八名,王,軍籍,西安,詩經
1562,第三甲,第一百三十九名,李,軍籍,山東,易經
1562,第三甲,第一百四十名,雷,民籍,河南,詩經
1562,第三甲,第一百四十一名,朱,民籍,山東,詩經
1562,第三甲,第一百四十二名,吳,軍籍,直隸,易經
1562,第三甲,第一百四十三名,李,民籍,直隸,書經
1562,第三甲,第一百四十四名,李,軍籍,西安,詩經
1562,第三甲,第一百四十五名,王,匠籍,山東,詩經
1562,第三甲,第一百四十六名,楊,民籍,直隸,易經
1562,第三甲,第一百四十七名,李,軍籍,湖廣,詩經
1562,第三甲,第一百四十八名,居,民籍,直隸,詩經
1562,第三甲,第一百四十九名,郭,軍籍,直隸,易經
1562,第三甲,第一百五十名,李,軍籍,湖廣,易經
1562,第三甲,第一百五十一名,滕,軍籍,福建,易經
1562,第三甲,第一百五十二名,潘,軍籍,湖廣,詩經
1562,第三甲,第一百五十三名,單,軍籍,直隸,易經
1562,第三甲,第一百五十四名,陳,軍籍,山西,詩經
1562,第三甲,第一百五十五名,廖,官籍,湖廣,書經
1562,第三甲,第一百五十六名,莊,軍籍,福建,易經
1562,第三甲,第一百五十七名,陳,軍籍,山東,禮記
1562,第三甲,第一百五十八名,李,軍籍,山東,詩經
1562,第三甲,第一百五十九名,謝,民籍,浙江,易經
1562,第三甲,第一百六十名,王,民籍,四川,詩經
1562,第三甲,第一百六十一名,陳,民籍,直隸,詩經
1562,第三甲,第一百六十二名,李,軍籍,山東,詩經
1562,第三甲,第一百六十三名,張,民籍,山西,春秋
1562,第三甲,第一百六十四名,鍾,民籍,江西,詩經
1562,第三甲,第一百六十五名,饒,軍籍,湖廣,禮記
1562,第三甲,第一百六十六名,楊,民籍,西安,詩經
1562,第三甲,第一百六十七名,鍾,匠籍,浙江,易經
1562,第三甲,第一百六十八名,牛,民籍,順天,詩經
1562,第三甲,第一百六十九名,陳,軍籍,山東,詩經
1562,第三甲,第一百七十名,張,民籍,直隸,書經
1562,第三甲,第一百七十一名,朱,民籍,浙江,易經
1562,第三甲,第一百七十二名,丘,軍籍,湖廣,書經
1562,第三甲,第一百七十三名,譚,民籍,四川,易經
1562,第三甲,第一百七十四名,周,民籍,浙江,書經
1562,第三甲,第一百七十五名,劉,民籍,直隸,易經
1562,第三甲,第一百七十六名,張,民籍,直隸,書經
1562,第三甲,第一百七十七名,鄧,民籍,廣西,書經
1562,第三甲,第一百七十八名,齊,民籍,直隸,詩經
1562,第三甲,第一百七十九名,張,民籍,嘉興,書經
1562,第三甲,第一百八十名,凌,民籍,直隸,詩經
1562,第三甲,第一百八十一名,趙,民籍,直隸,詩經
1562,第三甲,第一百八十二名,張,鹽籍,山西,書經
1562,第三甲,第一百八十三名,仇,民籍,山西,禮記
1562,第三甲,第一百八十四名,王,軍籍,山東,詩經
1562,第三甲,第一百八十五名,王,民籍,直隸,禮記
1562,第三甲,第一百八十六名,馬,民籍,山東,易經
1562,第三甲,第一百八十七名,唐,官籍,湖廣,春秋
1562,第三甲,第一百八十八名,許,民籍,福建,易經
1562,第三甲,第一百八十九名,徐,軍籍,四川,易經
1562,第三甲,第一百九十名,馬,民籍,直隸,書經
1562,第三甲,第一百九十一名,郭,民籍,直隸,詩經
1562,第三甲,第一百九十二名,李,民籍,順天,書經
1562,第三甲,第一百九十三名,倫,民籍,廣東,易經
1562,第三甲,第一百九十四名,馬,民籍,直隸,詩經
1562,第三甲,第一百九十五名,高,民籍,江西,禮記
1562,第三甲,第一百九十六名,孫,民籍,福建,易經
1562,第三甲,第一百九十七名,徐,官籍,河南,禮記
1562,第三甲,第一百九十八名,趙,軍籍,山西,詩經
1562,第三甲,第一百九十九名,彭,民籍,四川,詩經
1562,第三甲,第二百名,吳,民籍,直隸,書經
1562,第三甲,第二百零一名,傅,民籍,浙江,易經
1562,第三甲,第二百零二名,任,軍籍,山西,詩經
1562,第三甲,第二百零三名,鄭,民籍,海鹽,書經
1562,第三甲,第二百零四名,李,民籍,直隸,易經
1562,第三甲,第二百零五名,穆,軍籍,直隸,詩經
1562,第三甲,第二百零六名,周,民籍,江西,書經
1562,第三甲,第二百零七名,陳,民籍,江西,詩經
1562,第三甲,第二百零八名,魏,軍籍,陝西,詩經
1562,第三甲,第二百零九名,王,民籍,直隸,禮記
1562,第三甲,第二百一十名,吳,民籍,直隸,詩經
1562,第三甲,第二百一十一名,何,官籍,江西,書經
1565,第一甲,第一名,范,民籍,浙江,書經
1565,第一甲,第二名,李,民籍,直隸,詩經
1565,第一甲,第三名,陳,軍籍,江西,詩經
1565,第二甲,第一名,徐,軍籍,江西,詩經
1565,第二甲,第二名,伊,匠籍,直隸,易經
1565,第二甲,第三名,鄒,民籍,秀水,書經
1565,第二甲,第四名,宋,民籍,山西,易經
1565,第二甲,第五名,馮,民籍,錢塘,易經
1565,第二甲,第六名,涂,民籍,江西,易經
1565,第二甲,第七名,陳,民籍,福建,書經
1565,第二甲,第八名,屠,民籍,浙江,書經
1565,第二甲,第九名,周,民籍,常熟,詩經
1565,第二甲,第十名,林,民籍,福建,詩經
1565,第二甲,第十一名,湯,民籍,直隸,易經
1565,第二甲,第十二名,李,民籍,廣東,詩經
1565,第二甲,第十三名,葉,匠籍,嘉善,書經
1565,第二甲,第十四名,潘,民籍,直隸,書經
1565,第二甲,第十五名,王,民籍,直隸,書經
1565,第二甲,第十六名,李,民籍,徽州,易經
1565,第二甲,第十七名,王,民籍,直隸,書經
1565,第二甲,第十八名,潘,民籍,浙江,易經
1565,第二甲,第十九名,廖,民籍,江西,詩經
1565,第二甲,第二十名,宋,軍籍,浙江,易經
1565,第二甲,第二十一名,王,軍籍,登州,詩經
1565,第二甲,第二十二名,劉,民籍,陝西,書經
1565,第二甲,第二十三名,李,民籍,直隸,詩經
1565,第二甲,第二十四名,胡,軍籍,遼東,易經
1565,第二甲,第二十五名,周,軍籍,直隸,書經
1565,第二甲,第二十六名,錢,匠籍,浙江,易經
1565,第二甲,第二十七名,顧,民籍,直隸,書經
1565,第二甲,第二十八名,袁,民籍,吳縣,書經
1565,第二甲,第二十九名,王,民籍,順天,詩經
1565,第二甲,第三十名,梅,民籍,四川,詩經
1565,第二甲,第三十一名,安,民籍,山西,詩經
1565,第二甲,第三十二名,焦,民籍,河南,易經
1565,第二甲,第三十三名,張,軍籍,直隸,詩經
1565,第二甲,第三十四名,陳,民籍,直隸,詩經
1565,第二甲,第三十五名,林,軍籍,福建,書經
1565,第二甲,第三十六名,陳,民籍,直隸,易經
1565,第二甲,第三十七名,林,民籍,廣東,易經
1565,第二甲,第三十八名,丘,民籍,山東,禮記
1565,第二甲,第三十九名,劉,民籍,浙江,詩經
1565,第二甲,第四十名,甯,民籍,直隸,易經
1565,第二甲,第四十一名,楊,民籍,江西,書經
1565,第二甲,第四十二名,邵,軍籍,應天,禮記
1565,第二甲,第四十三名,范,民籍,江西,易經
1565,第二甲,第四十四名,顧,軍籍,直隸,詩經
1565,第二甲,第四十五名,張,民籍,直隸,書經
1565,第二甲,第四十六名,顧,民籍,浙江,禮記
1565,第二甲,第四十七名,韓,官籍,直隸,春秋
1565,第二甲,第四十八名,劉,民籍,順天,書經
1565,第二甲,第四十九名,陳,民籍,浙江,書經
1565,第二甲,第五十名,熊,民籍,湖廣,禮記
1565,第二甲,第五十一名,盛,民籍,直隸,書經
1565,第二甲,第五十二名,許,民籍,山西,詩經
1565,第二甲,第五十三名,楊,民籍,福建,易經
1565,第二甲,第五十四名,楊,軍籍,四川,書經
1565,第二甲,第五十五名,王,民籍,直隸,詩經
1565,第二甲,第五十六名,徐,民籍,直隸,春秋
1565,第二甲,第五十七名,王,民籍,直隸,詩經
1565,第二甲,第五十八名,胥,民籍,四川,詩經
1565,第二甲,第五十九名,陳,民籍,福建,詩經
1565,第二甲,第六十名,戴,民籍,浙江,書經
1565,第二甲,第六十一名,胡,民籍,杭州,詩經
1565,第二甲,第六十二名,梁,民籍,河南,易經
1565,第二甲,第六十三名,游,軍籍,直隸,易經
1565,第二甲,第六十四名,霍,民籍,直隸,詩經
1565,第二甲,第六十五名,何,民籍,河南,書經
1565,第二甲,第六十六名,林,民籍,福建,禮記
1565,第二甲,第六十七名,賴,民籍,福建,書經
1565,第二甲,第六十八名,施,民籍,福建,詩經
1565,第二甲,第六十九名,陶,民籍,浙江,春秋
1565,第二甲,第七十名,黃,民籍,福建,禮記
1565,第二甲,第七十一名,戴,軍籍,浙江,詩經
1565,第二甲,第七十二名,張,民籍,福建,詩經
1565,第二甲,第七十三名,吳,民籍,江西,易經
1565,第二甲,第七十四名,喬,軍籍,直隸,書經
1565,第二甲,第七十五名,徐,民籍,湖廣,禮記
1565,第二甲,第七十六名,林,民籍,廣東,詩經
1565,第二甲,第七十七名,唐,軍籍,福建,書經
1565,第三甲,第一名,盛,民籍,直隸,書經
1565,第三甲,第二名,袁,軍籍,江西,詩經
1565,第三甲,第三名,沈,軍籍,直隸,詩經
1565,第三甲,第四名,涂,民籍,江西,詩經
1565,第三甲,第五名,姚,民籍,廣東,易經
1565,第三甲,第六名,蔣,軍籍,浙江,易經
1565,第三甲,第七名,樊,民籍,順天,書經
1565,第三甲,第八名,張,民籍,江西,書經
1565,第三甲,第九名,李,官籍,鳳陽,詩經
1565,第三甲,第十名,唐,民籍,直隸,詩經
1565,第三甲,第十一名,陳,民籍,江西,詩經
1565,第三甲,第十二名,宋,民籍,江西,易經
1565,第三甲,第十三名,陸,民籍,直隸,詩經
1565,第三甲,第十四名,許,民籍,直隸,易經
1565,第三甲,第十五名,余,民籍,浙江,易經
1565,第三甲,第十六名,許,民籍,直隸,詩經
1565,第三甲,第十七名,丘,民籍,江西,易經
1565,第三甲,第十八名,萬,民籍,直隸,書經
1565,第三甲,第十九名,楊,民籍,順天,易經
1565,第三甲,第二十名,胡,民籍,浙江,詩經
1565,第三甲,第二十一名,晏,民籍,新喻,詩經
1565,第三甲,第二十二名,鄭,軍籍,福建,詩經
1565,第三甲,第二十三名,王,民籍,浙江,詩經
1565,第三甲,第二十四名,光,民籍,山東,易經
1565,第三甲,第二十五名,張,民籍,河南,易經
1565,第三甲,第二十六名,王,民籍,直隸,易經
1565,第三甲,第二十七名,葉,民籍,浙江,易經
1565,第三甲,第二十八名,崔,民籍,四川,易經
1565,第三甲,第二十九名,金,民籍,浙江,易經
1565,第三甲,第三十名,蔡,民籍,江西,詩經
1565,第三甲,第三十一名,随,民籍,山東,書經
1565,第三甲,第三十二名,趙,軍籍,福建,詩經
1565,第三甲,第三十三名,瞿,民籍,四川,易經
1565,第三甲,第三十四名,鍾,軍籍,廣東,詩經
1565,第三甲,第三十五名,方,軍籍,河南,詩經
1565,第三甲,第三十六名,林,民籍,福建,詩經
1565,第三甲,第三十七名,周,民籍,湖廣,易經
1565,第三甲,第三十八名,侯,民籍,山西,書經
1565,第三甲,第三十九名,趙,軍籍,涇陽,易經
1565,第三甲,第四十名,周,軍籍,湖廣,易經
1565,第三甲,第四十一名,嚴,民籍,直隸,易經
1565,第三甲,第四十二名,宋,民籍,河南,書經
1565,第三甲,第四十三名,陳,民籍,直隸,易經
1565,第三甲,第四十四名,魏,民籍,福清,詩經
1565,第三甲,第四十五名,李,民籍,福建,易經
1565,第三甲,第四十六名,徐,民籍,浙江,詩經
1565,第三甲,第四十七名,王,匠籍,山東,詩經
1565,第三甲,第四十八名,祝,民籍,浙江,詩經
1565,第三甲,第四十九名,蘇,軍籍,福建,書經
1565,第三甲,第五十名,劉,民籍,直隸,詩經
1565,第三甲,第五十一名,蘇,民籍,山西,春秋
1565,第三甲,第五十二名,周,民籍,山東,書經
1565,第三甲,第五十三名,聶,民籍,江西,易經
1565,第三甲,第五十四名,李,匠籍,浙江,易經
1565,第三甲,第五十五名,詹,民籍,福建,易經
1565,第三甲,第五十六名,管,民籍,浙江,易經
1565,第三甲,第五十七名,張,民籍,江西,詩經
1565,第三甲,第五十八名,楊,民籍,山西,易經
1565,第三甲,第五十九名,温,民籍,陝西,易經
1565,第三甲,第六十名,徐,旗籍,山東,春秋
1565,第三甲,第六十一名,佘,民籍,廣東,易經
1565,第三甲,第六十二名,姚,民籍,河南,書經
1565,第三甲,第六十三名,丁,軍籍,湖廣,春秋
1565,第三甲,第六十四名,舒,軍籍,江西,詩經
1565,第三甲,第六十五名,董,竈籍,山西,詩經
1565,第三甲,第六十六名,趙,軍籍,山東,禮記
1565,第三甲,第六十七名,潘,民籍,直隸,禮記
1565,第三甲,第六十八名,覃,軍籍,山西,易經
1565,第三甲,第六十九名,趙,軍籍,山東,詩經
1565,第三甲,第七十名,熊,軍籍,江西,易經
1565,第三甲,第七十一名,徐,儒籍,直隸,易經
1565,第三甲,第七十二名,李,民籍,浙江,易經
1565,第三甲,第七十三名,馮,民籍,直隸,春秋
1565,第三甲,第七十四名,韓,民籍,山東,詩經
1565,第三甲,第七十五名,陳,民籍,廣東,書經
1565,第三甲,第七十六名,熊,民籍,江西,易經
1565,第三甲,第七十七名,丁,軍籍,山東,詩經
1565,第三甲,第七十八名,王,民籍,江西,詩經
1565,第三甲,第七十九名,龔,民籍,南昌,易經
1565,第三甲,第八十名,向,民籍,浙江,詩經
1565,第三甲,第八十一名,沈,民籍,山東,書經
1565,第三甲,第八十二名,蔣,軍籍,直隸,易經
1565,第三甲,第八十三名,許,民籍,雲南,詩經
1565,第三甲,第八十四名,岳,民籍,直隸,詩經
1565,第三甲,第八十五名,許,軍籍,四川,詩經
1565,第三甲,第八十六名,許,民籍,直隸,詩經
1565,第三甲,第八十七名,楊,官籍,山西,詩經
1565,第三甲,第八十八名,范,民籍,直隸,易經
1565,第三甲,第八十九名,王,民籍,廣東,詩經
1565,第三甲,第九十名,王,民籍,山西,易經
1565,第三甲,第九十一名,趙,軍籍,山東,詩經
1565,第三甲,第九十二名,張,軍籍,山陰,詩經
1565,第三甲,第九十三名,楊,民籍,山西,書經
1565,第三甲,第九十四名,張,軍籍,直隸,書經
1565,第三甲,第九十五名,程,軍籍,福建,易經
1565,第三甲,第九十六名,謝,民籍,浙江,易經
1565,第三甲,第九十七名,張,軍籍,福建,易經
1565,第三甲,第九十八名,李,軍籍,江西,春秋
1565,第三甲,第九十九名,王,民籍,廣西,春秋
1565,第三甲,第一百名,李,民籍,四川,春秋
1565,第三甲,第一百零一名,陳,軍籍,湖廣,書經
1565,第三甲,第一百零二名,金,軍籍,浙江,詩經
1565,第三甲,第一百零三名,潘,民籍,福建,易經
1565,第三甲,第一百零四名,鄭,民籍,福建,書經
1565,第三甲,第一百零五名,魏,民籍,四川,易經
1565,第三甲,第一百零六名,駱,民籍,浙江,禮記
1565,第三甲,第一百零七名,陶,民籍,浙江,春秋
1565,第三甲,第一百零八名,許,民籍,直隸,詩經
1565,第三甲,第一百零九名,李,官籍,直隸,書經
1565,第三甲,第一百一十名,吳,軍籍,湖廣,易經
1565,第三甲,第一百一十一名,王,軍籍,萊州,易經
1565,第三甲,第一百一十二名,林,民籍,直隸,書經
1565,第三甲,第一百一十三名,錢,民籍,直隸,易經
1565,第三甲,第一百一十四名,沈,匠籍,浙江,易經
1565,第三甲,第一百一十五名,李,民籍,直隸,詩經
1565,第三甲,第一百一十六名,孟,民籍,陝西,易經
1565,第三甲,第一百一十七名,侯,民籍,河南,詩經
1565,第三甲,第一百一十八名,呂,民籍,直隸,書經
1565,第三甲,第一百一十九名,傅,軍籍,江西,易經
1565,第三甲,第一百二十名,侯,民籍,山西,禮記
1565,第三甲,第一百二十一名,鄭,民籍,山東,書經
1565,第三甲,第一百二十二名,賀,民籍,江西,易經
1565,第三甲,第一百二十三名,匡,官籍,直隸,禮記
1565,第三甲,第一百二十四名,楊,軍籍,浙江,易經
1565,第三甲,第一百二十五名,陳,官籍,直隸,易經
1565,第三甲,第一百二十六名,胡,軍籍,直隸,書經
1565,第三甲,第一百二十七名,李,軍籍,應天,易經
1565,第三甲,第一百二十八名,李,軍籍,山西,春秋
1565,第三甲,第一百二十九名,王,軍籍,山東,詩經
1565,第三甲,第一百三十名,董,軍籍,山東,詩經
1565,第三甲,第一百三十一名,徐,民籍,浙江,書經
1565,第三甲,第一百三十二名,成,官籍,na,詩經
1565,第三甲,第一百三十三名,葉,民籍,廣東,書經
1565,第三甲,第一百三十四名,徐,民籍,江西,詩經
1565,第三甲,第一百三十五名,曹,軍籍,山西,易經
1565,第三甲,第一百三十六名,張,民籍,江西,易經
1565,第三甲,第一百三十七名,季,民籍,直隸,詩經
1565,第三甲,第一百三十八名,易,民籍,江西,易經
1565,第三甲,第一百三十九名,張,匠籍,山東,易經
1565,第三甲,第一百四十名,陳,竈籍,山東,易經
1565,第三甲,第一百四十一名,李,匠籍,河南,詩經
1565,第三甲,第一百四十二名,歸,軍籍,直隸,易經
1565,第三甲,第一百四十三名,傅,民籍,四川,書經
1565,第三甲,第一百四十四名,楊,民籍,四川,詩經
1565,第三甲,第一百四十五名,黃,官籍,武昌,書經
1565,第三甲,第一百四十六名,李,民籍,福建,易經
1565,第三甲,第一百四十七名,王,民籍,四川,詩經
1565,第三甲,第一百四十八名,姜,軍籍,江西,詩經
1565,第三甲,第一百四十九名,李,軍籍,直隸,禮記
1565,第三甲,第一百五十名,王,民籍,蘇州,禮記
1565,第三甲,第一百五十一名,盧,軍籍,浙江,易經
1565,第三甲,第一百五十二名,魏,民籍,河南,春秋
1565,第三甲,第一百五十三名,熊,民籍,江西,詩經
1565,第三甲,第一百五十四名,楊,軍籍,福建,詩經
1565,第三甲,第一百五十五名,張,民籍,廣東,詩經
1565,第三甲,第一百五十六名,鄷,民籍,江西,詩經
1565,第三甲,第一百五十七名,李,民籍,河南,詩經
1565,第三甲,第一百五十八名,張,軍籍,陝西,詩經
1565,第三甲,第一百五十九名,蕭,軍籍,福建,詩經
1565,第三甲,第一百六十名,劉,民籍,江西,詩經
1565,第三甲,第一百六十一名,桂,民籍,江西,詩經
1565,第三甲,第一百六十二名,崔,軍籍,河南,禮記
1565,第三甲,第一百六十三名,臧,民籍,山東,書經
1565,第三甲,第一百六十四名,李,民籍,山東,詩經
1565,第三甲,第一百六十五名,陳,軍籍,山西,書經
1565,第三甲,第一百六十六名,郭,民籍,河南,詩經
1565,第三甲,第一百六十七名,楊,民籍,山西,詩經
1565,第三甲,第一百六十八名,林,民籍,福建,詩經
1565,第三甲,第一百六十九名,李,軍籍,福建,易經
1565,第三甲,第一百七十名,居,軍籍,浙江,易經
1565,第三甲,第一百七十一名,烏,官籍,陝西,詩經
1565,第三甲,第一百七十二名,高,民籍,四川,禮記
1565,第三甲,第一百七十三名,盧,民籍,浙江,春秋
1565,第三甲,第一百七十四名,蔣,軍籍,應天,詩經
1565,第三甲,第一百七十五名,楊,民籍,山西,禮記
1565,第三甲,第一百七十六名,查,民籍,直隸,詩經
1565,第三甲,第一百七十七名,許,官籍,直隸,易經
1565,第三甲,第一百七十八名,吳,民籍,廣東,禮記
1565,第三甲,第一百七十九名,章,民籍,直隸,易經
1565,第三甲,第一百八十名,王,民籍,四川,書經
1565,第三甲,第一百八十一名,李,軍籍,直隸,易經
1565,第三甲,第一百八十二名,陳,民籍,浙江,書經
1565,第三甲,第一百八十三名,張,軍籍,直隸,易經
1565,第三甲,第一百八十四名,丘,民籍,湖廣,春秋
1565,第三甲,第一百八十五名,朱,民籍,河南,詩經
1565,第三甲,第一百八十六名,萬,民籍,江西,詩經
1565,第三甲,第一百八十七名,錢,匠籍,山東,易經
1565,第三甲,第一百八十八名,周,民籍,江西,書經
1565,第三甲,第一百八十九名,許,民籍,河南,詩經
1565,第三甲,第一百九十名,楊,民籍,江西,詩經
1565,第三甲,第一百九十一名,傅,民籍,江西,易經
1565,第三甲,第一百九十二名,李,民籍,直隸,易經
1565,第三甲,第一百九十三名,陳,民籍,四川,易經
1565,第三甲,第一百九十四名,朱,竈籍,浙江,書經
1565,第三甲,第一百九十五名,鄭,旗籍,湖廣,詩經
1565,第三甲,第一百九十六名,趙,民籍,四川,詩經
1565,第三甲,第一百九十七名,馬,民籍,山東,易經
1565,第三甲,第一百九十八名,李,民籍,廣東,詩經
1565,第三甲,第一百九十九名,羅,竈籍,四川,易經
1565,第三甲,第二百名,古,民籍,四川,禮記
1565,第三甲,第二百零一名,李,民籍,河南,詩經
1565,第三甲,第二百零二名,李,軍籍,江西,易經
1565,第三甲,第二百零三名,笪,民籍,江西,禮記
1565,第三甲,第二百零四名,包,軍籍,沔陽,詩經
1565,第三甲,第二百零五名,計,民籍,廣西,易經
1565,第三甲,第二百零六名,朱,民籍,直隸,易經
1565,第三甲,第二百零七名,鄭,民籍,廣東,易經
1565,第三甲,第二百零八名,閻,民籍,山東,春秋
1565,第三甲,第二百零九名,顧,民籍,直隸,易經
1565,第三甲,第二百一十名,鄭,民籍,直隸,易經
1565,第三甲,第二百一十一名,杜,民籍,四川,易經
1565,第三甲,第二百一十二名,余,民籍,直隸,書經
1565,第三甲,第二百一十三名,申,官籍,直隸,易經
1565,第三甲,第二百一十四名,金,軍籍,直隸,易經
1565,第三甲,第二百一十五名,趙,軍籍,陝西,詩經
1565,第三甲,第二百一十六名,俞,民籍,直隸,易經
1565,第三甲,第二百一十七名,蕭,民籍,江西,易經
1565,第三甲,第二百一十八名,殷,民籍,直隸,易經
1565,第三甲,第二百一十九名,左,民籍,陝西,詩經
1565,第三甲,第二百二十名,龔,民籍,浙江,詩經
1565,第三甲,第二百二十一名,陳,民籍,廣東,詩經
1565,第三甲,第二百二十二名,胡,軍籍,福建,詩經
1565,第三甲,第二百二十三名,蒲,民籍,廣東,詩經
1565,第三甲,第二百二十四名,宋,民籍,直隸,春秋
1565,第三甲,第二百二十五名,陳,民籍,廣東,詩經
1565,第三甲,第二百二十六名,鄭,官籍,浙江,易經
1565,第三甲,第二百二十七名,馬,軍籍,山東,詩經
1565,第三甲,第二百二十八名,張,民籍,廣西,詩經
1565,第三甲,第二百二十九名,常,民籍,山西,易經
1565,第三甲,第二百三十名,陸,民籍,長洲,詩經
1565,第三甲,第二百三十一名,董,軍籍,湖廣,春秋
1565,第三甲,第二百三十二名,陳,民籍,湖廣,書經
1565,第三甲,第二百三十三名,王,民籍,山西,禮記
1565,第三甲,第二百三十四名,張,旗籍,山西,書經
1565,第三甲,第二百三十五名,劉,民籍,江西,禮記
1565,第三甲,第二百三十六名,林,民籍,福建,詩經
1565,第三甲,第二百三十七名,劉,民籍,河南,詩經
1565,第三甲,第二百三十八名,張,民籍,直隸,詩經
1565,第三甲,第二百三十九名,陳,民籍,直隸,易經
1565,第三甲,第二百四十名,何,民籍,四川,易經
1565,第三甲,第二百四十一名,蕭,民籍,江西,易經
1565,第三甲,第二百四十二名,紀,民籍,順天,易經
1565,第三甲,第二百四十三名,薛,民籍,山西,書經
1565,第三甲,第二百四十四名,張,軍籍,山西,詩經
